Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,1,14,4,2036,2031,2138,2142,PI,945,NA,62,71,NA,-4,5,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,2030,2031,2131,2142,PI,945,NA,61,71,NA,-11,-1,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,2034,2031,2147,2142,PI,945,NA,73,71,NA,5,3,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,2058,2031,2207,2142,PI,945,NA,69,71,NA,25,27,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,2030,2031,2142,2142,PI,945,NA,72,71,NA,0,-1,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,2031,2031,2150,2142,PI,945,NA,79,71,NA,8,0,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,2035,2031,2152,2142,PI,945,NA,77,71,NA,10,4,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,2026,2031,2135,2142,PI,945,NA,69,71,NA,-7,-5,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,2039,2031,2153,2142,PI,945,NA,74,71,NA,11,8,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,2032,2031,2153,2142,PI,945,NA,81,71,NA,11,1,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,2039,2031,2147,2142,PI,945,NA,68,71,NA,5,8,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,2029,2031,2149,2142,PI,945,NA,80,71,NA,7,-2,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,2033,2031,2131,2142,PI,945,NA,58,71,NA,-11,2,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,2032,2031,2137,2142,PI,945,NA,65,71,NA,-5,1,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,2031,2031,2141,2142,PI,945,NA,70,71,NA,-1,0,SYR,DCA,298,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1911,1910,2021,2016,PI,948,NA,70,66,NA,5,1,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,2026,1910,2143,2016,PI,948,NA,77,66,NA,87,76,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,2018,1910,2119,2016,PI,948,NA,61,66,NA,63,68,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1921,1910,2018,2016,PI,948,NA,57,66,NA,2,11,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1924,1910,2025,2016,PI,948,NA,61,66,NA,9,14,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,NA,1910,NA,2016,PI,948,NA,NA,66,NA,NA,NA,CHO,LGA,305,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,2049,1910,2148,2016,PI,948,NA,59,66,NA,92,99,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1921,1910,2019,2016,PI,948,NA,58,66,NA,3,11,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,NA,1910,NA,2016,PI,948,NA,NA,66,NA,NA,NA,CHO,LGA,305,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1933,1910,2038,2016,PI,948,NA,65,66,NA,22,23,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1926,1910,2047,2016,PI,948,NA,81,66,NA,31,16,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1920,1910,2015,2016,PI,948,NA,55,66,NA,-1,10,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1917,1910,2015,2016,PI,948,NA,58,66,NA,-1,7,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1938,1910,2035,2016,PI,948,NA,57,66,NA,19,28,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,2012,1910,2108,2016,PI,948,NA,56,66,NA,52,62,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1943,1910,2041,2016,PI,948,NA,58,66,NA,25,33,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,NA,1910,NA,2016,PI,948,NA,NA,66,NA,NA,NA,CHO,LGA,305,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1910,1910,2009,2016,PI,948,NA,59,66,NA,-7,0,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1915,1910,2013,2016,PI,948,NA,58,66,NA,-3,5,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,NA,1910,NA,2016,PI,948,NA,NA,66,NA,NA,NA,CHO,LGA,305,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1937,1910,2142,2016,PI,948,NA,125,66,NA,86,27,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1909,1910,2005,2016,PI,948,NA,56,66,NA,-11,-1,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1909,1910,2016,2016,PI,948,NA,67,66,NA,0,-1,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1934,1910,2035,2016,PI,948,NA,61,66,NA,19,24,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1917,1910,2030,2016,PI,948,NA,73,66,NA,14,7,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1917,1910,2019,2016,PI,948,NA,62,66,NA,3,7,CHO,LGA,305,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1737,1728,1814,1813,PI,948,NA,37,45,NA,1,9,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1805,1728,1905,1813,PI,948,NA,60,45,NA,52,37,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1826,1728,1905,1813,PI,948,NA,39,45,NA,52,58,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1756,1728,1833,1813,PI,948,NA,37,45,NA,20,28,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1740,1728,1826,1813,PI,948,NA,46,45,NA,13,12,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,NA,1728,NA,1813,PI,948,NA,NA,45,NA,NA,NA,CLT,LYH,175,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,1908,1728,1954,1813,PI,948,NA,46,45,NA,101,100,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1747,1728,1832,1813,PI,948,NA,45,45,NA,19,19,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,NA,1728,NA,1813,PI,948,NA,NA,45,NA,NA,NA,CLT,LYH,175,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1800,1728,1846,1813,PI,948,NA,46,45,NA,33,32,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1741,1728,1840,1813,PI,948,NA,59,45,NA,27,13,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1742,1728,1832,1813,PI,948,NA,50,45,NA,19,14,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1741,1728,1827,1813,PI,948,NA,46,45,NA,14,13,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1752,1728,1835,1813,PI,948,NA,43,45,NA,22,24,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,NA,1728,NA,1813,PI,948,NA,NA,45,NA,NA,NA,CLT,LYH,175,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1754,1728,1850,1813,PI,948,NA,56,45,NA,37,26,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1756,1728,1838,1813,PI,948,NA,42,45,NA,25,28,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1732,1728,1813,1813,PI,948,NA,41,45,NA,0,4,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1731,1728,1819,1813,PI,948,NA,48,45,NA,6,3,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1737,1728,1824,1813,PI,948,NA,47,45,NA,11,9,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1805,1728,1843,1813,PI,948,NA,38,45,NA,30,37,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1730,1728,1812,1813,PI,948,NA,42,45,NA,-1,2,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1729,1728,1819,1813,PI,948,NA,50,45,NA,6,1,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1735,1728,1829,1813,PI,948,NA,54,45,NA,16,7,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1735,1728,1823,1813,PI,948,NA,48,45,NA,10,7,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1731,1728,1813,1813,PI,948,NA,42,45,NA,0,3,CLT,LYH,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1413,1410,1525,1530,PI,948,NA,72,80,NA,-5,3,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1423,1410,1552,1530,PI,948,NA,89,80,NA,22,13,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1449,1410,1622,1530,PI,948,NA,93,80,NA,52,39,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1412,1410,1554,1530,PI,948,NA,102,80,NA,24,2,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1410,1410,1541,1530,PI,948,NA,91,80,NA,11,0,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,NA,1410,NA,1530,PI,948,NA,NA,80,NA,NA,NA,EWR,ROA,389,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,NA,1410,NA,1530,PI,948,NA,NA,80,NA,NA,NA,EWR,ROA,389,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1409,1410,1534,1530,PI,948,NA,85,80,NA,4,-1,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,NA,1410,NA,1530,PI,948,NA,NA,80,NA,NA,NA,EWR,ROA,389,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1418,1410,1543,1530,PI,948,NA,85,80,NA,13,8,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,NA,1410,NA,1530,PI,948,NA,NA,80,NA,NA,NA,EWR,ROA,389,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1410,1410,1532,1530,PI,948,NA,82,80,NA,2,0,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1407,1410,1527,1530,PI,948,NA,80,80,NA,-3,-3,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1409,1410,1529,1530,PI,948,NA,80,80,NA,-1,-1,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,1516,1410,1633,1530,PI,948,NA,77,80,NA,63,66,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1408,1410,1601,1530,PI,948,NA,113,80,NA,31,-2,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,NA,1410,NA,1530,PI,948,NA,NA,80,NA,NA,NA,EWR,ROA,389,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1410,1410,1545,1530,PI,948,NA,95,80,NA,15,0,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1409,1410,1531,1530,PI,948,NA,82,80,NA,1,-1,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1412,1410,1543,1530,PI,948,NA,91,80,NA,13,2,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1409,1410,1600,1530,PI,948,NA,111,80,NA,30,-1,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1409,1410,1547,1530,PI,948,NA,98,80,NA,17,-1,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1407,1410,1524,1530,PI,948,NA,77,80,NA,-6,-3,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1410,1410,1521,1530,PI,948,NA,71,80,NA,-9,0,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1406,1410,1519,1530,PI,948,NA,73,80,NA,-11,-4,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1408,1410,1524,1530,PI,948,NA,76,80,NA,-6,-2,EWR,ROA,389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1830,1826,1852,1851,PI,948,NA,22,25,NA,1,4,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1929,1826,1955,1851,PI,948,NA,26,25,NA,64,63,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1941,1826,2005,1851,PI,948,NA,24,25,NA,74,75,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1847,1826,1910,1851,PI,948,NA,23,25,NA,19,21,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1850,1826,1911,1851,PI,948,NA,21,25,NA,20,24,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,NA,1826,NA,1851,PI,948,NA,NA,25,NA,NA,NA,LYH,CHO,70,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,2015,1826,2038,1851,PI,948,NA,23,25,NA,107,109,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1848,1826,1909,1851,PI,948,NA,21,25,NA,18,22,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,NA,1826,NA,1851,PI,948,NA,NA,25,NA,NA,NA,LYH,CHO,70,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1901,1826,1919,1851,PI,948,NA,18,25,NA,28,35,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1847,1826,1912,1851,PI,948,NA,25,25,NA,21,21,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1850,1826,1908,1851,PI,948,NA,18,25,NA,17,24,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1842,1826,1908,1851,PI,948,NA,26,25,NA,17,16,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1854,1826,1920,1851,PI,948,NA,26,25,NA,29,28,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,NA,1826,NA,1851,PI,948,NA,NA,25,NA,NA,NA,LYH,CHO,70,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1909,1826,1928,1851,PI,948,NA,19,25,NA,37,43,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,NA,1826,NA,1851,PI,948,NA,NA,25,NA,NA,NA,LYH,CHO,70,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1826,1826,1846,1851,PI,948,NA,20,25,NA,-5,0,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1833,1826,1856,1851,PI,948,NA,23,25,NA,5,7,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1849,1826,NA,1851,PI,948,NA,NA,25,NA,NA,23,LYH,CHO,70,NA,NA,0,NA,1,NA,NA,NA,NA,NA
1988,1,25,1,1859,1826,1923,1851,PI,948,NA,24,25,NA,32,33,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1826,1826,1848,1851,PI,948,NA,22,25,NA,-3,0,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1835,1826,1855,1851,PI,948,NA,20,25,NA,4,9,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1844,1826,1911,1851,PI,948,NA,27,25,NA,20,18,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1838,1826,1903,1851,PI,948,NA,25,25,NA,12,12,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1832,1826,1858,1851,PI,948,NA,26,25,NA,7,6,LYH,CHO,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,1605,1600,1700,1642,PI,948,NA,55,42,NA,18,5,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,1600,1600,1641,1642,PI,948,NA,41,42,NA,-1,0,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1620,1600,1714,1642,PI,948,NA,54,42,NA,32,20,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,1643,1600,1725,1642,PI,948,NA,42,42,NA,43,43,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,1613,1600,1707,1642,PI,948,NA,54,42,NA,25,13,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,1602,1600,1701,1642,PI,948,NA,59,42,NA,19,2,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,NA,1600,NA,1642,PI,948,NA,NA,42,NA,NA,NA,ROA,CLT,155,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,1607,1600,1746,1642,PI,948,NA,99,42,NA,64,7,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,9,6,1649,1600,1746,1642,PI,948,NA,57,42,NA,64,49,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1600,1600,1657,1642,PI,948,NA,57,42,NA,15,0,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,NA,1600,NA,1642,PI,948,NA,NA,42,NA,NA,NA,ROA,CLT,155,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,1609,1600,1729,1642,PI,948,NA,80,42,NA,47,9,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,1601,1600,1700,1642,PI,948,NA,59,42,NA,18,1,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,1559,1600,1655,1642,PI,948,NA,56,42,NA,13,-1,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,15,5,1605,1600,1702,1642,PI,948,NA,57,42,NA,20,5,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,1558,1600,1639,1642,PI,948,NA,41,42,NA,-3,-2,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,1602,1600,1701,1642,PI,948,NA,59,42,NA,19,2,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,NA,1600,NA,1642,PI,948,NA,NA,42,NA,NA,NA,ROA,CLT,155,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1623,1600,1711,1642,PI,948,NA,48,42,NA,29,23,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,1605,1600,1704,1642,PI,948,NA,59,42,NA,22,5,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,1605,1600,1651,1642,PI,948,NA,46,42,NA,9,5,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,22,5,1600,1600,1653,1642,PI,948,NA,53,42,NA,11,0,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,1558,1600,1641,1642,PI,948,NA,43,42,NA,-1,-2,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,24,7,1600,1600,1647,1642,PI,948,NA,47,42,NA,5,0,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,1615,1600,1705,1642,PI,948,NA,50,42,NA,23,15,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,26,2,1603,1600,1648,1642,PI,948,NA,45,42,NA,6,3,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1558,1600,1649,1642,PI,948,NA,51,42,NA,7,-2,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,28,4,1601,1600,1659,1642,PI,948,NA,58,42,NA,17,1,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,1601,1600,1653,1642,PI,948,NA,52,42,NA,11,1,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,1600,1600,1641,1642,PI,948,NA,41,42,NA,-1,0,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,31,7,1601,1600,1643,1642,PI,948,NA,42,42,NA,1,1,ROA,CLT,155,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,2058,2100,2212,2205,PI,949,NA,74,65,NA,7,-2,EWR,ORF,284,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,9,6,2100,2100,2217,2205,PI,949,NA,77,65,NA,12,0,EWR,ORF,284,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,2058,2100,2205,2205,PI,949,NA,67,65,NA,0,-2,EWR,ORF,284,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,2101,2100,2201,2205,PI,949,NA,60,65,NA,-4,1,EWR,ORF,284,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,30,6,2101,2100,2205,2205,PI,949,NA,64,65,NA,0,1,EWR,ORF,284,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,1,5,2041,2041,2131,2141,PI,950,NA,50,60,NA,-10,0,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,2,6,2043,2041,2136,2141,PI,950,NA,53,60,NA,-5,2,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,2126,2041,2256,2141,PI,950,NA,90,60,NA,75,45,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,2112,2041,2202,2141,PI,950,NA,50,60,NA,21,31,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,5,2,2046,2041,2146,2141,PI,950,NA,60,60,NA,5,5,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,6,3,2050,2052,2146,2152,PI,950,NA,56,60,NA,-6,-2,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,7,4,2108,2052,2218,2152,PI,950,NA,70,60,NA,26,16,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,8,5,NA,2052,NA,2152,PI,950,NA,NA,60,NA,NA,NA,BWI,BGM,212,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,9,6,2111,2052,2204,2152,PI,950,NA,53,60,NA,12,19,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,2102,2052,2208,2152,PI,950,NA,66,60,NA,16,10,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,2055,2052,2203,2152,PI,950,NA,68,60,NA,11,3,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,12,2,2105,2052,2200,2152,PI,950,NA,55,60,NA,8,13,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,13,3,2106,2052,2156,2152,PI,950,NA,50,60,NA,4,14,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,14,4,2050,2052,2151,2152,PI,950,NA,61,60,NA,-1,-2,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,16,6,2112,2052,2205,2152,PI,950,NA,53,60,NA,13,20,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,17,7,2102,2052,2208,2152,PI,950,NA,66,60,NA,16,10,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,18,1,2059,2052,2201,2152,PI,950,NA,62,60,NA,9,7,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,2056,2052,2154,2152,PI,950,NA,58,60,NA,2,4,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,20,3,NA,2052,NA,2152,PI,950,NA,NA,60,NA,NA,NA,BWI,BGM,212,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,2048,2052,2141,2152,PI,950,NA,53,60,NA,-11,-4,BWI,BGM,212,NA,NA,0,NA,0,NA,NA,NA,NA,NA
